Id,Label,Total characters,Digit percentage,Letter percentage,Uppercase percentage,Total number of sentences,Char frequency - a_x,Char frequency - b_x,Char frequency - c_x,Char frequency - d_x,Char frequency - e_x,Char frequency - f_x,Char frequency - g_x,Char frequency - h_x,Char frequency - i_x,Char frequency - j_x,Char frequency - k_x,Char frequency - l_x,Char frequency - m_x,Char frequency - n_x,Char frequency - o_x,Char frequency - p_x,Char frequency - q_x,Char frequency - r_x,Char frequency - s_x,Char frequency - t_x,Char frequency - u_x,Char frequency - v_x,Char frequency - w_x,Char frequency - x_x,Char frequency - y_x,Char frequency - z_x,Common char bigram 1,Common char bigram 2,Common char bigram 3,Common char bigram 4,Common char bigram 5,Common char bigram 6,Common char bigram 7,Common char bigram 8,Common char bigram 9,Common char bigram 10,Common char bigram 11,Common char bigram 12,Common char bigram 13,Common char bigram 14,Common char bigram 15,Common char bigram 16,Common char bigram 17,Common char bigram 18,Common char bigram 19,Common char bigram 20,Common char bigram 21,Common char bigram 22,Common char bigram 23,Common char bigram 24,Common char bigram 25,Common char bigram 26,Common char bigram 27,Common char bigram 28,Common char bigram 29,Common char bigram 30,Common char bigram 31,Common char bigram 32,Common char bigram 33,Common char bigram 34,Common char bigram 35,Common char bigram 36,Common char bigram 37,Common char bigram 38,Common char bigram 39,Common char bigram 40,Common char trigram 1,Common char trigram 2,Common char trigram 3,Common char trigram 4,Common char trigram 5,Common char trigram 6,Common char trigram 7,Common char trigram 8,Common char trigram 9,Common char trigram 10,Common char trigram 11,Common char trigram 12,Common char trigram 13,Common char trigram 14,Common char trigram 15,Common char trigram 16,Common char trigram 17,Common char trigram 18,Common char trigram 19,Common char trigram 20,Common char trigram 21,Common char trigram 22,Common char trigram 23,Common char trigram 24,Common char trigram 25,Common char trigram 26,Common char trigram 27,Common char trigram 28,Common char trigram 29,Common char trigram 30,Common char trigram 31,Common char trigram 32,Common char trigram 33,Common char trigram 34,Common char trigram 35,Common char trigram 36,Common char trigram 37,Common char trigram 38,Common char trigram 39,Common char trigram 40,Digit frequency - 0,Digit frequency - 1,Digit frequency - 2,Digit frequency - 3,Digit frequency - 4,Digit frequency - 5,Digit frequency - 6,Digit frequency - 7,Digit frequency - 8,Digit frequency - 9,Char frequency - a_y,Char frequency - b_y,Char frequency - c_y,Char frequency - d_y,Char frequency - e_y,Char frequency - f_y,Char frequency - g_y,Char frequency - h_y,Char frequency - i_y,Char frequency - j_y,Char frequency - k_y,Char frequency - l_y,Char frequency - m_y,Char frequency - n_y,Char frequency - o_y,Char frequency - p_y,Char frequency - q_y,Char frequency - r_y,Char frequency - s_y,Char frequency - t_y,Char frequency - u_y,Char frequency - v_y,Char frequency - w_y,Char frequency - x_y,Char frequency - y_y,Char frequency - z_y,Total words,Average words per sentence,Average POS types per sentence,POS to unique words ratio,Total stopwords,Average stopwords per sentence,Most frequent POS unigrams 1,Most frequent POS unigrams 2,Most frequent POS unigrams 3,Most frequent POS unigrams 4,Most frequent POS unigrams 5,Most frequent POS unigrams 6,Most frequent POS unigrams 7,Most frequent POS unigrams 8,Most frequent POS unigrams 9,Most frequent POS unigrams 10,Most frequent POS unigrams 11,Most frequent POS unigrams 12,Most frequent POS unigrams 13,Most frequent POS unigrams 14,Most frequent POS unigrams 15,Most frequent POS unigrams 16,Most frequent POS unigrams 17,Most frequent POS unigrams 18,Most frequent POS unigrams 19,Most frequent POS unigrams 20,Most frequent POS unigrams 21,Most frequent POS unigrams 22,Most frequent POS unigrams 23,Most frequent POS unigrams 24,Most frequent POS unigrams 25,Most frequent POS unigrams 26,Most frequent POS unigrams 27,Most frequent POS unigrams 28,Most frequent POS unigrams 29,Most frequent POS unigrams 30,Most frequent POS unigrams 31,Most frequent POS unigrams 32,Most frequent POS bigrams 1,Most frequent POS bigrams 2,Most frequent POS bigrams 3,Most frequent POS bigrams 4,Most frequent POS bigrams 5,Most frequent POS bigrams 6,Most frequent POS bigrams 7,Most frequent POS bigrams 8,Most frequent POS bigrams 9,Most frequent POS bigrams 10,Most frequent POS bigrams 11,Most frequent POS bigrams 12,Most frequent POS bigrams 13,Most frequent POS bigrams 14,Most frequent POS bigrams 15,Most frequent POS bigrams 16,Most frequent POS trigrams 1,Most frequent POS trigrams 2,Most frequent POS trigrams 3,Most frequent POS trigrams 4,Most frequent POS trigrams 5,Most frequent POS trigrams 6,Most frequent POS trigrams 7,Most frequent POS trigrams 8,Total sentences,Average sentence length
117,Chatgpt,2330,0.0,0.8137339055793992,0.00944206008583691,19,167,31,58,62,226,64,35,80,170,1,7,94,39,170,135,58,0,86,107,172,44,24,24,11,29,2,74,67,63,61,50,45,42,37,36,33,33,31,31,31,31,31,30,28,28,26,25,25,24,24,23,23,22,21,20,20,18,18,18,18,17,17,17,17,17,16,40,26,24,24,23,23,22,22,22,17,16,15,15,15,15,15,14,14,14,14,12,12,12,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,167,31,58,62,226,64,35,80,170,1,7,94,39,170,135,58,0,86,107,172,44,24,24,11,29,2,404,21.263157894736842,21.31578947368421,2.4251497005988023,218,11.473684210526315,57,56,39,33,32,28,25,22,18,17,16,15,11,8,7,4,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,22,15,14,12,12,12,12,11,9,8,7,7,6,6,6,5,7,6,6,6,5,5,5,4,19,121.6842105263158
118,Chatgpt,2007,0.0,0.8166417538614849,0.01195814648729447,15,137,34,35,67,194,46,31,56,133,1,10,68,34,157,126,36,0,110,102,146,35,16,26,7,31,1,50,49,45,43,39,39,39,37,35,32,31,31,30,28,25,25,24,23,22,22,21,21,21,21,20,20,20,20,19,19,19,19,18,18,18,18,17,16,16,15,24,24,22,19,19,18,17,17,17,17,15,15,15,15,14,14,13,13,12,12,11,11,11,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,137,34,35,67,194,46,31,56,133,1,10,68,34,157,126,36,0,110,102,146,35,16,26,7,31,1,337,22.466666666666665,22.466666666666665,2.3900709219858154,156,10.4,47,43,33,31,28,18,18,17,15,14,12,11,11,8,8,6,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,13,10,10,9,8,8,8,7,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,15,132.86666666666667
119,Chatgpt,2006,0.0,0.8150548354935194,0.009471585244267198,17,143,24,39,75,203,61,36,71,128,1,4,55,32,148,129,35,1,100,93,107,42,35,36,4,33,0,53,52,46,46,39,35,32,32,32,32,31,30,28,26,26,25,24,24,23,23,23,21,20,20,19,19,19,19,18,18,18,18,18,18,17,17,17,16,16,16,27,23,22,20,18,18,18,17,17,16,16,15,15,15,15,15,14,14,13,13,13,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,9,9,9,0,0,0,0,0,0,0,0,0,0,143,24,39,75,203,61,36,71,128,1,4,55,32,148,129,35,1,100,93,107,42,35,36,4,33,0,338,19.88235294117647,19.88235294117647,2.5606060606060606,186,10.941176470588236,41,34,34,33,27,22,22,20,19,16,13,12,11,8,5,5,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,15,12,12,12,12,11,10,8,7,7,7,7,7,7,7,6,12,11,8,6,6,5,5,5,17,117.05882352941177
12,Chatgpt,2723,0.0,0.8351083363936834,0.007344840249724568,17,197,28,86,74,241,51,46,70,216,2,7,97,45,154,161,47,2,171,185,218,74,40,17,1,42,2,77,66,65,58,52,48,43,39,37,36,35,35,35,34,33,32,31,31,30,29,28,28,28,28,28,28,26,25,25,24,24,23,23,23,23,22,22,22,21,20,34,29,27,26,26,23,22,21,21,20,20,19,19,18,18,17,16,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,13,13,12,12,12,12,12,11,0,0,0,0,0,0,0,0,0,0,197,28,86,74,241,51,46,70,216,2,7,97,45,154,161,47,2,171,185,218,74,40,17,1,42,2,396,23.294117647058822,23.647058823529413,2.4662576687116564,167,9.823529411764707,73,65,52,42,29,21,21,20,18,16,12,8,6,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,21,18,13,13,12,11,11,11,10,10,9,9,8,8,8,14,11,9,7,7,7,6,6,17,159.23529411764707
120,Chatgpt,1636,0.0,0.8184596577017115,0.01039119804400978,14,132,25,50,52,164,34,27,55,104,5,7,60,18,129,89,44,0,75,72,100,28,10,26,7,25,1,56,41,40,38,37,35,34,31,25,24,24,22,21,21,20,19,19,18,18,17,17,16,16,16,16,15,15,14,14,14,14,14,14,14,13,13,13,13,13,12,29,27,26,22,19,17,16,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,0,0,0,0,0,0,0,0,0,0,132,25,50,52,164,34,27,55,104,5,7,60,18,129,89,44,0,75,72,100,28,10,26,7,25,1,265,18.928571428571427,18.928571428571427,2.3043478260869565,118,8.428571428571429,51,28,27,23,22,21,14,12,11,10,10,9,6,6,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,12,10,9,9,8,7,6,5,5,5,4,4,4,4,6,6,6,5,5,5,4,4,14,115.92857142857143
121,Chatgpt,1862,0.0,0.8039742212674543,0.007518796992481203,14,162,24,52,57,195,40,20,78,108,1,7,63,35,108,107,36,0,94,85,128,31,19,18,6,23,0,59,51,46,44,43,39,36,36,32,32,31,29,28,27,27,23,22,21,21,21,20,19,19,19,19,19,19,18,17,17,17,17,17,15,15,15,14,14,14,13,32,30,20,18,18,16,15,15,14,14,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,162,24,52,57,195,40,20,78,108,1,7,63,35,108,107,36,0,94,85,128,31,19,18,6,23,0,325,23.214285714285715,23.285714285714285,2.716666666666667,167,11.928571428571429,56,41,38,38,20,18,16,14,13,12,9,8,8,7,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,19,18,15,13,11,10,8,8,7,7,7,7,7,7,6,6,10,9,8,6,6,5,4,4,14,132.07142857142858
122,Chatgpt,1832,0.0,0.8094978165938864,0.007096069868995633,13,120,16,79,48,173,19,27,64,145,0,24,42,26,123,115,19,12,76,102,141,45,13,22,5,27,0,58,57,52,40,37,36,35,34,31,30,28,26,25,25,24,24,23,22,21,21,21,21,20,18,18,18,18,17,16,16,16,15,15,15,15,14,14,13,13,13,31,28,22,21,17,17,17,14,14,14,14,13,13,13,13,13,12,12,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,120,16,79,48,173,19,27,64,145,0,24,42,26,123,115,19,12,76,102,141,45,13,22,5,27,0,315,24.23076923076923,24.53846153846154,2.398496240601504,151,11.615384615384615,49,37,34,29,27,24,23,17,12,11,11,9,9,7,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,16,13,10,9,9,9,9,9,8,8,7,7,7,7,6,6,9,5,5,5,5,5,5,4,13,140.0
123,Chatgpt,2811,0.0,0.8171469228032728,0.007470651013874066,19,196,31,89,78,294,57,35,88,171,8,13,80,65,187,157,56,3,152,157,217,66,15,37,7,38,0,90,82,74,56,53,52,49,48,48,42,41,39,38,37,37,34,32,30,29,28,28,27,26,26,25,25,25,25,25,24,24,24,21,21,21,21,20,20,20,20,48,37,32,31,31,22,19,19,19,17,17,16,16,15,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,0,0,0,0,0,0,0,0,0,0,196,31,89,78,294,57,35,88,171,8,13,80,65,187,157,56,3,152,157,217,66,15,37,7,38,0,472,24.842105263157894,25.105263157894736,2.3613861386138613,231,12.157894736842104,53,46,46,41,39,38,33,31,28,25,19,14,11,11,10,8,7,5,3,2,2,2,2,0,0,0,0,0,0,0,0,0,16,15,14,13,13,13,13,13,12,11,10,9,9,8,8,7,8,8,7,6,6,6,6,5,19,147.0
124,Chatgpt,1428,0.0,0.811624649859944,0.007703081232492998,11,108,5,28,46,168,25,25,64,78,0,1,38,25,74,82,30,1,73,92,117,13,23,17,1,25,0,51,49,43,36,31,26,24,24,22,20,20,20,20,19,19,19,19,19,19,18,17,17,17,16,15,15,15,14,14,13,12,12,12,12,12,12,11,11,10,10,28,23,15,15,15,14,14,13,13,13,13,13,12,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,108,5,28,46,168,25,25,64,78,0,1,38,25,74,82,30,1,73,92,117,13,23,17,1,25,0,243,22.09090909090909,22.272727272727273,2.1875,126,11.454545454545455,29,24,23,22,19,18,17,17,13,13,12,6,5,5,4,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,11,9,7,7,7,6,6,6,5,5,4,4,4,4,4,3,4,4,4,4,3,3,3,3,11,128.9090909090909
125,Chatgpt,1994,0.0,0.8159478435305918,0.009027081243731194,14,167,33,40,66,206,36,31,53,115,1,12,75,32,148,135,46,0,100,104,136,28,25,16,6,16,0,59,52,42,41,40,39,35,35,33,30,29,28,28,27,26,25,25,25,24,23,23,23,22,21,21,21,21,20,20,19,18,18,17,16,16,15,15,15,15,14,25,24,23,22,19,19,18,18,16,15,14,14,13,13,13,12,12,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,167,33,40,66,206,36,31,53,115,1,12,75,32,148,135,46,0,100,104,136,28,25,16,6,16,0,324,23.142857142857142,23.214285714285715,2.1666666666666665,149,10.642857142857142,46,42,41,38,28,20,19,18,16,12,10,6,6,6,5,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,15,14,13,12,10,9,9,6,6,6,6,5,5,5,5,10,8,8,5,5,4,4,4,14,141.5
126,Chatgpt,2339,0.0,0.8332620778110303,0.007695596408721676,16,173,24,95,88,220,33,25,69,173,6,13,88,54,162,116,38,5,111,138,168,64,28,21,3,33,1,66,57,53,52,49,40,39,38,37,35,34,32,31,30,30,27,27,27,26,26,25,25,24,24,23,22,22,21,21,21,19,19,19,18,17,17,17,16,16,16,38,37,34,26,21,20,17,16,15,15,15,14,13,13,13,13,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,173,24,95,88,220,33,25,69,173,6,13,88,54,162,116,38,5,111,138,168,64,28,21,3,33,1,348,21.75,21.75,2.2745098039215685,157,9.8125,58,52,47,45,36,17,16,16,15,11,9,6,5,5,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,15,15,14,13,12,12,11,11,11,8,7,7,7,7,9,8,8,6,6,6,5,5,16,145.25
13,Chatgpt,1780,0.0033707865168539327,0.803932584269663,0.020786516853932586,14,149,28,46,66,179,38,26,53,100,1,3,63,38,117,100,27,0,78,92,148,36,11,8,0,24,0,60,45,43,42,42,40,39,39,37,27,26,26,26,26,25,23,21,21,20,20,20,19,19,19,17,17,17,17,17,16,16,16,16,16,16,15,15,15,14,14,37,35,35,22,19,19,19,18,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,11,10,9,9,9,9,9,8,8,8,8,8,8,8,7,3,0,2,0,0,0,0,1,0,0,149,28,46,66,179,38,26,53,100,1,3,63,38,117,100,27,0,78,92,148,36,11,8,0,24,0,310,22.142857142857142,22.142857142857142,2.5,152,10.857142857142858,77,49,38,35,23,18,17,9,7,6,6,6,5,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,19,17,16,14,14,12,11,10,9,8,8,7,6,6,13,10,10,9,9,8,8,7,14,126.21428571428571
14,Chatgpt,1718,0.0,0.79976717112922,0.014551804423748545,16,133,14,40,50,170,31,25,55,84,1,4,50,46,105,146,29,0,99,72,131,28,16,14,6,25,0,49,47,38,36,36,34,33,30,30,28,27,26,25,25,24,24,23,23,23,22,22,21,21,20,19,19,19,19,19,19,18,18,18,17,17,16,15,15,14,14,21,19,18,18,17,17,16,16,15,15,14,14,14,14,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,133,14,40,50,170,31,25,55,84,1,4,50,46,105,146,29,0,99,72,131,28,16,14,6,25,0,312,19.5,19.5,2.3636363636363638,148,9.25,63,34,27,25,19,19,17,15,14,14,12,12,10,6,5,5,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,14,13,12,10,10,10,8,8,7,6,5,5,5,5,5,5,7,5,4,4,4,4,4,3,16,106.4375
15,Chatgpt,1897,0.0,0.8313125988402741,0.010015814443858724,16,127,16,55,69,210,27,28,72,98,0,11,61,35,121,102,28,5,103,122,165,55,26,20,0,21,0,56,46,46,41,39,36,31,28,28,28,27,27,26,24,23,22,22,22,22,21,20,20,19,19,18,18,18,17,16,16,16,15,15,15,15,14,14,14,14,14,30,24,18,16,15,15,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,127,16,55,69,210,27,28,72,98,0,11,61,35,121,102,28,5,103,122,165,55,26,20,0,21,0,289,18.0625,18.125,2.101449275362319,133,8.3125,45,37,34,29,27,18,14,13,12,12,9,7,6,6,5,4,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,13,13,11,11,9,9,8,7,6,6,6,5,5,5,5,4,6,5,4,4,3,3,3,3,16,117.625
16,Chatgpt,1198,0.0,0.8155258764607679,0.01001669449081803,12,65,19,22,45,125,21,30,55,72,1,1,37,20,79,94,28,4,64,56,78,27,6,11,1,16,0,33,33,32,27,27,24,21,21,20,20,19,17,17,16,16,15,15,14,14,14,13,13,12,12,12,11,11,11,11,10,10,10,10,9,9,9,9,9,9,9,22,20,16,13,12,11,11,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,65,19,22,45,125,21,30,55,72,1,1,37,20,79,94,28,4,64,56,78,27,6,11,1,16,0,200,16.666666666666668,16.75,1.8785046728971964,97,8.083333333333334,33,25,24,22,13,11,11,10,9,8,8,6,4,4,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13,11,8,7,7,5,5,4,3,3,3,3,3,3,3,3,10,6,5,3,3,3,3,2,12,98.91666666666667
17,Chatgpt,1791,0.0,0.8140703517587939,0.009491903964265773,17,106,31,40,55,164,29,56,60,126,1,10,58,40,137,150,37,2,76,90,96,29,17,25,1,22,0,53,42,35,35,34,32,32,31,29,26,25,24,23,23,22,22,20,19,19,19,18,18,18,17,17,17,17,17,16,16,15,15,14,14,14,14,14,14,13,13,31,29,21,21,18,18,17,16,15,13,13,13,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,106,31,40,55,164,29,56,60,126,1,10,58,40,137,150,37,2,76,90,96,29,17,25,1,22,0,295,17.352941176470587,17.58823529411765,1.9415584415584415,131,7.705882352941177,52,40,31,23,22,22,20,19,16,14,10,5,5,5,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,13,12,11,11,11,10,9,9,8,7,7,7,6,6,6,5,9,6,6,6,6,5,5,4,17,104.41176470588235
18,Chatgpt,2393,0.0,0.8140409527789386,0.0071040534893439195,17,197,22,76,86,258,45,36,94,120,0,6,88,30,166,148,38,4,142,93,172,38,26,26,2,32,3,73,69,57,57,57,50,46,44,44,39,39,36,33,33,33,30,30,29,28,28,26,25,24,24,24,24,23,22,22,22,22,21,21,20,19,19,19,17,17,16,40,39,34,30,29,24,23,23,22,22,19,19,19,16,16,14,14,14,14,13,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,9,0,0,0,0,0,0,0,0,0,0,197,22,76,86,258,45,36,94,120,0,6,88,30,166,148,38,4,142,93,172,38,26,26,2,32,3,394,23.176470588235293,23.352941176470587,2.6824324324324325,202,11.882352941176471,71,41,40,34,31,29,28,19,18,14,14,13,8,8,7,4,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,23,18,14,14,13,12,10,10,9,9,9,8,8,8,7,7,12,6,6,6,6,6,6,5,17,139.8235294117647
19,Chatgpt,1872,0.0,0.8221153846153846,0.008547008547008548,16,124,31,57,65,175,28,33,41,116,1,11,43,54,119,149,43,6,95,116,134,42,30,10,1,14,1,55,52,48,45,41,29,28,28,26,26,26,25,23,23,23,22,21,20,20,19,19,19,18,18,18,18,18,17,17,17,17,17,16,16,16,16,15,15,15,15,25,25,24,24,20,18,15,15,15,15,15,13,13,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,0,0,0,0,0,0,0,0,0,0,124,31,57,65,175,28,33,41,116,1,11,43,54,119,149,43,6,95,116,134,42,30,10,1,14,1,300,18.75,18.75,2.912621359223301,134,8.375,66,38,33,29,26,23,19,16,15,10,6,6,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,16,15,12,11,10,10,9,8,8,7,6,6,6,6,14,11,8,6,6,6,6,5,16,116.0625
2,Chatgpt,1940,0.0,0.8206185567010309,0.007216494845360825,14,129,10,56,60,227,12,42,61,105,3,12,84,25,124,127,45,1,117,98,129,44,22,22,1,36,0,76,53,51,37,34,34,33,32,31,28,28,27,27,25,25,24,24,24,24,23,23,22,22,21,21,20,20,18,18,18,18,17,17,16,16,15,15,15,15,14,33,29,20,19,19,19,17,17,16,16,16,16,16,15,15,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,9,9,0,0,0,0,0,0,0,0,0,0,129,10,56,60,227,12,42,61,105,3,12,84,25,124,127,45,1,117,98,129,44,22,22,1,36,0,318,22.714285714285715,22.714285714285715,2.564516129032258,144,10.285714285714286,62,38,32,28,27,24,23,19,15,7,6,6,5,5,4,4,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,21,18,18,13,12,10,10,9,9,8,8,7,6,5,5,5,13,8,8,7,6,6,5,5,14,137.64285714285714
20,Chatgpt,2191,0.0,0.8338658146964856,0.00730260155180283,14,148,35,75,55,178,30,37,77,149,0,2,70,42,155,172,86,1,131,101,158,39,36,24,3,20,3,55,50,50,47,45,36,34,33,33,32,31,30,30,27,27,27,27,27,25,24,23,23,23,22,22,22,22,21,21,19,19,19,18,18,18,18,17,17,17,17,25,24,22,19,19,18,17,17,17,17,17,16,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,11,10,10,0,0,0,0,0,0,0,0,0,0,148,35,75,55,178,30,37,77,149,0,2,70,42,155,172,86,1,131,101,158,39,36,24,3,20,3,332,23.714285714285715,23.714285714285715,2.258503401360544,142,10.142857142857142,65,43,33,31,31,20,19,15,13,11,9,7,7,6,6,6,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20,19,15,11,11,10,10,9,7,7,7,7,7,6,6,6,7,6,6,5,5,5,5,5,14,155.57142857142858
21,Chatgpt,1959,0.0,0.8162327718223583,0.0071465033180193975,14,126,21,67,71,178,37,26,67,153,0,3,70,33,122,120,34,0,112,89,130,53,24,23,5,34,1,60,47,41,40,38,37,34,33,32,30,29,29,29,28,28,26,26,23,21,21,21,21,20,20,20,19,17,16,16,16,15,15,14,14,14,14,14,13,12,12,25,25,20,18,17,17,15,15,14,13,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,126,21,67,71,178,37,26,67,153,0,3,70,33,122,120,34,0,112,89,130,53,24,23,5,34,1,328,23.428571428571427,23.428571428571427,2.3597122302158273,162,11.571428571428571,49,42,38,36,30,20,19,15,12,11,7,7,6,6,5,5,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,17,17,16,15,9,8,8,8,7,7,7,6,6,6,6,6,10,6,6,5,5,5,5,5,14,139.0
22,Chatgpt,1758,0.0,0.8248009101251422,0.00739476678043231,13,131,12,53,55,194,33,26,67,118,0,2,76,34,121,111,51,1,68,89,107,22,35,14,6,21,3,60,43,37,35,34,33,32,31,29,29,28,27,25,23,23,21,20,20,19,19,19,18,18,17,17,17,17,16,16,15,15,14,14,14,14,14,13,13,12,12,22,21,17,17,16,16,15,15,14,14,13,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,131,12,53,55,194,33,26,67,118,0,2,76,34,121,111,51,1,68,89,107,22,35,14,6,21,3,276,21.23076923076923,21.23076923076923,1.985611510791367,119,9.153846153846153,48,41,39,35,26,15,11,11,10,8,5,5,5,4,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20,17,11,11,10,9,9,9,9,9,7,7,6,6,5,5,15,7,6,5,5,5,5,4,13,134.30769230769232
23,Chatgpt,2714,0.0,0.8216654384672071,0.007369196757553427,20,202,38,92,73,275,37,36,86,163,4,25,87,55,157,177,64,2,164,149,202,45,23,43,3,28,0,80,76,64,56,54,52,45,45,43,42,42,39,36,35,34,34,33,32,31,28,28,27,27,27,26,25,25,25,25,22,21,21,21,20,20,20,20,20,20,19,37,32,30,29,28,25,22,21,21,20,20,19,19,19,17,17,17,16,16,14,13,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,202,38,92,73,275,37,36,86,163,4,25,87,55,157,177,64,2,164,149,202,45,23,43,3,28,0,430,21.5,21.55,2.5352941176470587,213,10.65,71,57,51,49,31,29,22,21,19,18,15,12,7,7,6,5,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,23,19,19,16,16,15,11,10,10,9,9,9,8,8,8,7,16,11,11,9,7,7,7,6,20,134.75
24,Chatgpt,1597,0.0,0.8215403882279274,0.0068879148403256105,11,108,24,46,50,166,29,26,52,107,5,9,63,30,98,106,30,0,81,84,112,29,18,22,3,13,1,49,42,42,34,33,32,27,25,25,25,24,23,22,20,19,19,19,18,18,16,16,16,16,16,15,15,15,14,14,13,13,13,13,12,12,12,11,11,10,10,27,25,17,16,15,12,12,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,108,24,46,50,166,29,26,52,107,5,9,63,30,98,106,30,0,81,84,112,29,18,22,3,13,1,261,23.727272727272727,23.727272727272727,2.1219512195121952,136,12.363636363636363,38,36,27,26,22,17,17,13,12,12,8,7,7,7,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,9,9,8,8,7,7,7,6,5,5,5,4,4,6,6,6,5,4,4,3,3,11,144.27272727272728
